# i       xs       ys     ths  m1  m2      nxs      nys     coef       ns
323   -4.557   -3.015    0.65   2   1    -0.35    -0.94    0.002    40.51
324   -4.481   -3.044    0.65   2   1    -0.35    -0.94    0.002    40.76
325   -4.405   -3.072    0.65   2   1    -0.34    -0.94    0.002    41.00
326   -4.327   -3.099    0.65   2   1    -0.33    -0.94    0.002    41.25
327   -4.249   -3.126    0.66   2   1    -0.32    -0.95    0.002    41.49
328   -4.170   -3.152    0.66   2   1    -0.31    -0.95    0.002    41.72
329   -4.090   -3.178    0.66   2   1    -0.31    -0.95    0.002    41.96
330   -4.010   -3.204    0.66   2   1    -0.30    -0.95    0.002    42.18
331   -3.929   -3.229    0.66   2   1    -0.29    -0.96    0.002    42.41
332   -3.848   -3.253    0.67   2   1    -0.28    -0.96    0.002    42.63
333   -3.766   -3.277    0.67   2   1    -0.28    -0.96    0.002    42.85
334   -3.683   -3.300    0.67   2   1    -0.27    -0.96    0.002    43.06
335   -3.600   -3.323    0.67   2   1    -0.26    -0.97    0.002    43.27
336   -3.516   -3.346    0.67   2   1    -0.25    -0.97    0.002    43.47
337   -3.432   -3.368    0.68   2   1    -0.25    -0.97    0.002    43.67
338   -3.347   -3.389    0.68   2   1    -0.24    -0.97    0.002    43.86
339   -3.261   -3.410    0.68   2   1    -0.23    -0.97    0.002    44.05
340   -3.175   -3.430    0.68   2   1    -0.23    -0.97    0.002    44.24
341   -3.089   -3.449    0.68   2   1    -0.22    -0.98    0.002    44.42
342   -3.002   -3.469    0.69   2   1    -0.21    -0.98    0.002    44.60
343   -2.915   -3.487    0.69   2   1    -0.20    -0.98    0.002    44.77
344   -2.827   -3.505    0.69   2   1    -0.20    -0.98    0.002    44.93
345   -2.738   -3.523    0.69   2   1    -0.19    -0.98    0.002    45.10
346   -2.650   -3.540    0.69   2   1    -0.18    -0.98    0.002    45.25
347   -2.560   -3.556    0.69   2   1    -0.18    -0.98    0.002    45.40
348   -2.471   -3.572    0.70   2   1    -0.17    -0.99    0.002    45.55
349   -2.381   -3.587    0.70   2   1    -0.16    -0.99    0.002    45.69
350   -2.291   -3.602    0.70   2   1    -0.16    -0.99    0.002    45.83
