# i       xs       ys     ths  m1  m2      nxs      nys     coef       ns
300   -7.609   -7.282    0.60   2   1    -0.87    -0.49    0.002    71.43
301   -7.538   -7.406    0.60   2   1    -0.86    -0.50    0.002    71.22
302   -7.466   -7.528    0.60   2   1    -0.86    -0.51    0.002    71.01
303   -7.393   -7.650    0.61   2   1    -0.85    -0.52    0.002    70.80
304   -7.318   -7.770    0.61   2   1    -0.85    -0.53    0.002    70.59
305   -7.242   -7.889    0.61   2   1    -0.84    -0.54    0.002    70.38
306   -7.165   -8.007    0.61   2   1    -0.83    -0.55    0.002    70.16
307   -7.088   -8.123    0.61   2   1    -0.83    -0.56    0.002    69.95
308   -7.008   -8.238    0.62   2   1    -0.82    -0.57    0.002    69.73
309   -6.928   -8.352    0.62   2   1    -0.81    -0.58    0.002    69.51
310   -6.847   -8.465    0.62   2   1    -0.81    -0.59    0.002    69.29
311   -6.765   -8.576    0.62   2   1    -0.80    -0.60    0.002    69.07
312   -6.681   -8.686    0.62   2   1    -0.79    -0.61    0.002    68.85
313   -6.597   -8.794    0.63   2   1    -0.79    -0.62    0.002    68.63
314   -6.511   -8.901    0.63   2   1    -0.78    -0.63    0.002    68.41
315   -6.425   -9.007    0.63   2   1    -0.77    -0.64    0.002    68.18
316   -6.337   -9.111    0.63   2   1    -0.76    -0.65    0.002    67.96
317   -6.248   -9.214    0.64   2   1    -0.75    -0.66    0.002    67.74
318   -6.159   -9.315    0.64   2   1    -0.75    -0.67    0.002    67.51
319   -6.068   -9.415    0.64   2   1    -0.74    -0.68    0.002    67.29
320   -5.977   -9.513    0.64   2   1    -0.73    -0.69    0.002    67.06
321   -5.884   -9.610    0.64   2   1    -0.72    -0.69    0.002    66.84
322   -5.791   -9.706    0.65   2   1    -0.71    -0.70    0.002    66.62
323   -5.697   -9.799    0.65   2   1    -0.70    -0.71    0.002    66.40
324   -5.602   -9.892    0.65   2   1    -0.69    -0.72    0.002    66.18
325   -5.506   -9.983    0.65   2   1    -0.68    -0.73    0.002    65.96
326   -5.409  -10.072    0.65   2   1    -0.67    -0.74    0.002    65.74
327   -5.311  -10.159    0.66   2   1    -0.66    -0.75    0.002    65.52
328   -5.212  -10.245    0.66   2   1    -0.65    -0.76    0.002    65.30
329   -5.113  -10.330    0.66   2   1    -0.64    -0.77    0.002    65.09
330   -5.013  -10.412    0.66   2   1    -0.63    -0.78    0.002    64.88
331   -4.912  -10.493    0.66   2   1    -0.62    -0.78    0.002    64.67
332   -4.810  -10.573    0.67   2   1    -0.61    -0.79    0.002    64.46
333   -4.707  -10.650    0.67   2   1    -0.60    -0.80    0.002    64.25
334   -4.604  -10.726    0.67   2   1    -0.59    -0.81    0.002    64.05
335   -4.500  -10.801    0.67   2   1    -0.58    -0.82    0.002    63.84
336   -4.395  -10.873    0.67   2   1    -0.56    -0.83    0.002    63.64
337   -4.290  -10.944    0.68   2   1    -0.55    -0.83    0.002    63.45
338   -4.183  -11.014    0.68   2   1    -0.54    -0.84    0.002    63.26
339   -4.077  -11.081    0.68   2   1    -0.53    -0.85    0.002    63.07
340   -3.969  -11.147    0.68   2   1    -0.52    -0.86    0.002    62.88
341   -3.861  -11.211    0.68   2   1    -0.50    -0.86    0.002    62.69
342   -3.753  -11.273    0.69   2   1    -0.49    -0.87    0.002    62.51
343   -3.643  -11.333    0.69   2   1    -0.48    -0.88    0.002    62.34
344   -3.533  -11.392    0.69   2   1    -0.46    -0.89    0.002    62.17
345   -3.423  -11.449    0.69   2   1    -0.45    -0.89    0.002    62.00
346   -3.312  -11.504    0.69   2   1    -0.44    -0.90    0.002    61.83
347   -3.201  -11.557    0.69   2   1    -0.42    -0.91    0.002    61.67
348   -3.089  -11.608    0.70   2   1    -0.41    -0.91    0.002    61.52
349   -2.976  -11.658    0.70   2   1    -0.40    -0.92    0.002    61.37
350   -2.863  -11.706    0.70   2   1    -0.38    -0.92    0.002    61.22
351   -2.750  -11.752    0.70   2   1    -0.37    -0.93    0.002    61.08
352   -2.636  -11.795    0.70   2   1    -0.35    -0.94    0.002    60.94
353   -2.522  -11.838    0.71   2   1    -0.34    -0.94    0.002    60.81
354   -2.407  -11.878    0.71   2   1    -0.32    -0.95    0.002    60.68
355   -2.292  -11.916    0.71   2   1    -0.31    -0.95    0.002    60.56
356   -2.177  -11.953    0.71   2   1    -0.29    -0.96    0.002    60.44
357   -2.061  -11.987    0.71   2   1    -0.28    -0.96    0.002    60.33
358   -1.945  -12.020    0.72   2   1    -0.26    -0.96    0.002    60.23
359   -1.829  -12.051    0.72   2   1    -0.25    -0.97    0.002    60.13
360   -1.712  -12.080    0.72   2   1    -0.23    -0.97    0.002    60.04
361   -1.595  -12.107    0.72   2   1    -0.22    -0.98    0.002    59.95
362   -1.478  -12.132    0.72   2   1    -0.20    -0.98    0.002    59.87
363   -1.361  -12.155    0.73   2   1    -0.19    -0.98    0.002    59.79
364   -1.243  -12.176    0.73   2   1    -0.17    -0.99    0.002    59.72
365   -1.125  -12.196    0.73   2   1    -0.15    -0.99    0.002    59.66
366   -1.007  -12.213    0.73   2   1    -0.14    -0.99    0.002    59.60
367   -0.889  -12.229    0.73   2   1    -0.12    -0.99    0.002    59.55
368   -0.771  -12.242    0.74   2   1    -0.11    -0.99    0.002    59.50
369   -0.653  -12.254    0.74   2   1    -0.09    -1.00    0.002    59.47
370   -0.534  -12.264    0.74   2   1    -0.07    -1.00    0.002    59.43
371   -0.415  -12.271    0.74   2   1    -0.06    -1.00    0.002    59.41
372   -0.297  -12.277    0.74   2   1    -0.04    -1.00    0.002    59.39
373   -0.178  -12.281    0.75   2   1    -0.02    -1.00    0.002    59.37
374   -0.059  -12.283    0.75   2   1    -0.01    -1.00    0.002    59.37
375    0.059  -12.283    0.75   2   1     0.01    -1.00    0.002    59.37
376    0.178  -12.281    0.75   2   1     0.02    -1.00    0.002    59.37
377    0.297  -12.277    0.76   2   1     0.04    -1.00    0.002    59.39
378    0.415  -12.271    0.76   2   1     0.06    -1.00    0.002    59.41
379    0.534  -12.264    0.76   2   1     0.07    -1.00    0.002    59.43
