# i       xs       ys     ths  m1  m2      nxs      nys     coef       ns
  0    3.779    0.047    0.00   2   1     1.00     0.00    0.002    47.49
  1    3.779    0.142    0.00   2   1     1.00     0.01    0.002    47.49
  2    3.778    0.237    0.01   2   1     1.00     0.02    0.002    47.48
  3    3.776    0.332    0.01   2   1     1.00     0.02    0.002    47.46
  4    3.773    0.427    0.01   2   1     1.00     0.03    0.002    47.44
  5    3.770    0.522    0.01   2   1     1.00     0.03    0.002    47.41
  6    3.767    0.617    0.01   2   1     1.00     0.04    0.002    47.38
  7    3.763    0.711    0.01   2   1     1.00     0.05    0.002    47.34
  8    3.758    0.806    0.02   2   1     1.00     0.05    0.002    47.29
  9    3.753    0.900    0.02   2   1     1.00     0.06    0.002    47.24
 10    3.747    0.994    0.02   2   1     1.00     0.07    0.002    47.18
 11    3.740    1.089    0.02   2   1     1.00     0.07    0.002    47.12
 12    3.733    1.182    0.03   2   1     1.00     0.08    0.002    47.06
 13    3.725    1.276    0.03   2   1     1.00     0.09    0.002    46.98
 14    3.717    1.370    0.03   2   1     1.00     0.09    0.002    46.91
 15    3.708    1.463    0.03   2   1     1.00     0.10    0.002    46.82
 16    3.698    1.556    0.03   2   1     0.99     0.10    0.002    46.73
 17    3.688    1.649    0.04   2   1     0.99     0.11    0.002    46.64
 18    3.678    1.741    0.04   2   1     0.99     0.12    0.002    46.54
 19    3.667    1.834    0.04   2   1     0.99     0.12    0.002    46.43
 20    3.655    1.926    0.04   2   1     0.99     0.13    0.002    46.32
 21    3.642    2.017    0.04   2   1     0.99     0.14    0.002    46.21
 22    3.629    2.109    0.04   2   1     0.99     0.14    0.002    46.09
 23    3.616    2.200    0.05   2   1     0.99     0.15    0.002    45.96
 24    3.602    2.291    0.05   2   1     0.99     0.16    0.002    45.83
 25    3.587    2.381    0.05   2   1     0.99     0.16    0.002    45.69
 26    3.572    2.471    0.05   2   1     0.99     0.17    0.002    45.55
 27    3.556    2.560    0.06   2   1     0.98     0.18    0.002    45.40
 28    3.540    2.650    0.06   2   1     0.98     0.18    0.002    45.25
 29    3.523    2.738    0.06   2   1     0.98     0.19    0.002    45.10
 30    3.505    2.827    0.06   2   1     0.98     0.20    0.002    44.93
 31    3.487    2.915    0.06   2   1     0.98     0.20    0.002    44.77
 32    3.469    3.002    0.07   2   1     0.98     0.21    0.002    44.60
 33    3.449    3.089    0.07   2   1     0.98     0.22    0.002    44.42
 34    3.430    3.175    0.07   2   1     0.97     0.23    0.002    44.24
 35    3.410    3.261    0.07   2   1     0.97     0.23    0.002    44.05
 36    3.389    3.347    0.07   2   1     0.97     0.24    0.002    43.86
 37    3.368    3.432    0.07   2   1     0.97     0.25    0.002    43.67
 38    3.346    3.516    0.08   2   1     0.97     0.25    0.002    43.47
 39    3.323    3.600    0.08   2   1     0.97     0.26    0.002    43.27
 40    3.300    3.683    0.08   2   1     0.96     0.27    0.002    43.06
 41    3.277    3.766    0.08   2   1     0.96     0.28    0.002    42.85
 42    3.253    3.848    0.09   2   1     0.96     0.28    0.002    42.63
 43    3.229    3.929    0.09   2   1     0.96     0.29    0.002    42.41
 44    3.204    4.010    0.09   2   1     0.95     0.30    0.002    42.18
 45    3.178    4.090    0.09   2   1     0.95     0.31    0.002    41.96
 46    3.152    4.170    0.09   2   1     0.95     0.31    0.002    41.72
 47    3.126    4.249    0.10   2   1     0.95     0.32    0.002    41.49
