-245.908 -234.194 1
-245.908 -232.813 1
-245.908 -231.431 1
-245.908 -230.049 1
-245.908 -228.668 1
-245.908 -227.286 1
-245.908 -225.904 1
-245.908 -224.523 1
-245.908 -223.141 1
-245.908 -221.759 1
-245.908 -220.378 1
-245.908 -218.996 1
-245.908 -217.614 1
-245.908 -216.233 1
-245.908 -214.851 1
-245.908 -213.469 1
-245.908 -212.088 1
-245.908 -210.706 1
-245.908 -209.324 1
-245.908 -207.943 1
-245.908 -206.561 1
-245.908 -205.179 1
-245.908 -203.798 1
-245.908 -202.416 1
-245.908 -201.034 1
-245.908 -199.653 1
-245.908 -198.271 1
-245.908 -196.889 1
-245.908 -195.507 1
-245.908 -194.126 1
-245.908 -192.744 1
-245.908 -191.362 1
-245.908 -189.981 1
-245.908 -188.599 1
-245.908 -187.217 1
-245.908 -185.836 1
-245.908 -184.454 1
-245.908 -183.072 1
-245.908 -181.691 1
-245.908 -180.309 1
-245.908 -178.927 1
-245.908 -177.546 1
-245.908 -176.164 1
-245.908 -174.782 1
-245.908 -173.401 1
-245.908 -172.019 1
-245.908 -170.637 1
-245.908 -169.256 1
-245.908 -167.874 1
-245.908 -166.492 1
-245.908 -165.111 1
-245.908 -163.729 1
-245.908 -162.347 1
-245.908 -160.966 1
-245.908 -159.584 1
-245.908 -158.202 1
-245.908 -156.82 1
-245.908 -155.439 1
-245.908 -154.057 1
-245.908 -152.675 1
-245.908 -151.294 1
-245.908 -149.912 1
-245.908 -148.53 1
-245.908 -147.149 1
-245.908 -145.767 1
-245.908 -144.385 1
-245.908 -143.004 1
-245.908 -141.622 1
-245.908 -140.24 1
-245.908 -138.859 1
-245.908 -137.477 1
-245.908 -136.095 1
-245.908 -134.714 1
-245.908 -133.332 1
-245.908 -131.95 1
-245.908 -130.569 1
-245.908 -129.187 1
-245.908 -127.805 1
-245.908 -126.424 1
-245.908 -125.042 1
-245.908 -123.66 1
-245.908 -122.279 1
-245.908 -120.897 1
-245.908 -119.515 1
-245.908 -118.133 1
-245.908 -116.752 1
-245.908 -115.37 1
-245.908 -113.988 1
-245.908 -112.607 1
-245.908 -111.225 1
-245.908 -109.843 1
-245.908 -108.462 1
-245.908 -107.08 1
-245.908 -105.698 1
-245.908 -104.317 1
-245.908 -102.935 1
-245.908 -101.553 1
-245.908 -100.172 1
-245.908 -98.79 1
-245.908 -97.4083 1
-245.908 -96.0266 1
-245.908 -94.645 1
-245.908 -93.2633 1
-245.908 -91.8816 1
-245.908 -90.4999 1
-245.908 -89.1183 1
-245.908 -87.7366 1
-245.908 -86.3549 1
-245.908 -84.9732 1
-245.908 -83.5915 1
-245.908 -82.2099 1
-245.908 -80.8282 1
-245.908 -79.4465 1
-245.908 -78.0648 1
-245.908 -76.6831 1
-245.908 -75.3015 1
-245.908 -73.9198 1
-245.908 -72.5381 1
-245.908 -71.1564 1
-245.908 -69.7748 1
-245.908 -68.3931 1
-245.908 -67.0114 1
-245.908 -65.6297 1
-245.908 -64.248 1
-245.908 -62.8664 1
-245.908 -61.4847 1
-245.908 -60.103 1
-245.908 -58.7213 1
-245.908 -57.3397 1
-245.908 -55.958 1
-245.908 -54.5763 1
-245.908 -53.1946 1
-245.908 -51.8129 1
-245.908 -50.4313 1
-245.908 -49.0496 1
-245.908 -47.6679 1
-245.908 -46.2862 1
-245.908 -44.9045 1
-245.908 -43.5229 1
-245.908 -42.1412 1
-245.908 -40.7595 1
-245.908 -39.3778 1
-245.908 -37.9962 1
-245.908 -36.6145 1
-245.908 -35.2328 1
-245.908 -33.8511 1
-245.908 -32.4694 1
-245.908 -31.0878 1
-245.908 -29.7061 1
-245.908 -28.3244 1
-245.908 -26.9427 1
-245.908 -25.561 1
-245.908 -24.1794 1
-245.908 -22.7977 1
-245.908 -21.416 1
-245.908 -20.0343 1
-245.908 -18.6527 1
-245.908 -17.271 1
-245.908 -15.8893 1
-245.908 -14.5076 1
-245.908 -13.1259 1
-245.908 -11.7443 1
-245.908 -10.3626 1
-245.908 -8.98091 1
-245.908 -7.59923 1
-245.908 -6.21755 1
-245.908 -4.83587 1
-245.908 -3.4542 1
-245.908 -2.07252 1
-245.908 -0.690839 1
-245.908 0.690839 1
-245.908 2.07252 1
-245.908 3.4542 1
-245.908 4.83587 1
-245.908 6.21755 1
-245.908 7.59923 1
-245.908 8.98091 1
-245.908 10.3626 1
-245.908 11.7443 1
-245.908 13.1259 1
-245.908 14.5076 1
-245.908 15.8893 1
-245.908 17.271 1
-245.908 18.6527 1
-245.908 20.0343 1
-245.908 21.416 1
-245.908 22.7977 1
-245.908 24.1794 1
-245.908 25.561 1
-245.908 26.9427 1
-245.908 28.3244 1
-245.908 29.7061 1
-245.908 31.0878 1
-245.908 32.4694 1
-245.908 33.8511 1
-245.908 35.2328 1
-245.908 36.6145 1
-245.908 37.9962 1
-245.908 39.3778 1
-245.908 40.7595 1
-245.908 42.1412 1
-245.908 43.5229 1
-245.908 44.9045 1
-245.908 46.2862 1
-245.908 47.6679 1
-245.908 49.0496 1
-245.908 50.4313 1
-245.908 51.8129 1
-245.908 53.1946 1
-245.908 54.5763 1
-245.908 55.958 1
-245.908 57.3397 1
-245.908 58.7213 1
-245.908 60.103 1
-245.908 61.4847 1
-245.908 62.8664 1
-245.908 64.248 1
-245.908 65.6297 1
-245.908 67.0114 1
-245.908 68.3931 1
-245.908 69.7748 1
-245.908 71.1564 1
-245.908 72.5381 1
-245.908 73.9198 1
-245.908 75.3015 1
-245.908 76.6831 1
-245.908 78.0648 1
-245.908 79.4465 1
-245.908 80.8282 1
-245.908 82.2099 1
-245.908 83.5915 1
-245.908 84.9732 1
-245.908 86.3549 1
-245.908 87.7366 1
-245.908 89.1183 1
-245.908 90.4999 1
-245.908 91.8816 1
-245.908 93.2633 1
-245.908 94.645 1
-245.908 96.0266 1
-245.908 97.4083 1
-245.908 98.79 1
-245.908 100.172 1
-245.908 101.553 1
-245.908 102.935 1
-245.908 104.317 1
-245.908 105.698 1
-245.908 107.08 1
-245.908 108.462 1
-245.908 109.843 1
-245.908 111.225 1
-245.908 112.607 1
-245.908 113.988 1
-245.908 115.37 1
-245.908 116.752 1
-245.908 118.133 1
-245.908 119.515 1
-245.908 120.897 1
-245.908 122.279 1
-245.908 123.66 1
-245.908 125.042 1
-245.908 126.424 1
-245.908 127.805 1
-245.908 129.187 1
-245.908 130.569 1
-245.908 131.95 1
-245.908 133.332 1
-245.908 134.714 1
-245.908 136.095 1
-245.908 137.477 1
-245.908 138.859 1
-245.908 140.24 1
-245.908 141.622 1
-245.908 143.004 1
-245.908 144.385 1
-245.908 145.767 1
-245.908 147.149 1
-245.908 148.53 1
-245.908 149.912 1
-245.908 151.294 1
-245.908 152.675 1
-245.908 154.057 1
-245.908 155.439 1
-245.908 156.82 1
-245.908 158.202 1
-245.908 159.584 1
-245.908 160.966 1
-245.908 162.347 1
-245.908 163.729 1
-245.908 165.111 1
-245.908 166.492 1
-245.908 167.874 1
-245.908 169.256 1
-245.908 170.637 1
-245.908 172.019 1
-245.908 173.401 1
-245.908 174.782 1
-245.908 176.164 1
-245.908 177.546 1
-245.908 178.927 1
-245.908 180.309 1
-245.908 181.691 1
-245.908 183.072 1
-245.908 184.454 1
-245.908 185.836 1
-245.908 187.217 1
-245.908 188.599 1
-245.908 189.981 1
-245.908 191.362 1
-245.908 192.744 1
-245.908 194.126 1
-245.908 195.507 1
-245.908 196.889 1
-245.908 198.271 1
-245.908 199.653 1
-245.908 201.034 1
-245.908 202.416 1
-245.908 203.798 1
-245.908 205.179 1
-245.908 206.561 1
-245.908 207.943 1
-245.908 209.324 1
-245.908 210.706 1
-245.908 212.088 1
-245.908 213.469 1
-245.908 214.851 1
-245.908 216.233 1
-245.908 217.614 1
-245.908 218.996 1
-245.908 220.378 1
-245.908 221.759 1
-245.908 223.141 1
-245.908 224.523 1
-245.908 225.904 1
-245.908 227.286 1
-245.908 228.668 1
-245.908 230.049 1
-245.908 231.431 1
-245.908 232.813 1
-245.908 234.194 1
-244.457 -234.194 1
-244.457 -232.813 1
-244.457 -231.431 1
-244.457 -230.049 1
-244.457 -228.668 1
-244.457 -227.286 1
-244.457 -225.904 1
-244.457 -224.523 1
-244.457 -223.141 1
-244.457 -221.759 1
-244.457 -220.378 1
-244.457 -218.996 1
-244.457 -217.614 1
-244.457 -216.233 1
-244.457 -214.851 1
-244.457 -213.469 1
-244.457 -212.088 1
-244.457 -210.706 1
-244.457 -209.324 1
-244.457 -207.943 1
-244.457 -206.561 1
-244.457 -205.179 1
-244.457 -203.798 1
-244.457 -202.416 1
-244.457 -201.034 1
-244.457 -199.653 1
-244.457 -198.271 1
-244.457 -196.889 1
-244.457 -195.507 1
-244.457 -194.126 1
-244.457 -192.744 1
-244.457 -191.362 1
-244.457 -189.981 1
-244.457 -188.599 1
-244.457 -187.217 1
-244.457 -185.836 1
-244.457 -184.454 1
-244.457 -183.072 1
-244.457 -181.691 1
-244.457 -180.309 1
-244.457 -178.927 1
-244.457 -177.546 1
-244.457 -176.164 1
-244.457 -174.782 1
-244.457 -173.401 1
-244.457 -172.019 1
-244.457 -170.637 1
-244.457 -169.256 1
-244.457 -167.874 1
-244.457 -166.492 1
-244.457 -165.111 1
-244.457 -163.729 1
-244.457 -162.347 1
-244.457 -160.966 1
-244.457 -159.584 1
-244.457 -158.202 1
-244.457 -156.82 1
-244.457 -155.439 1
-244.457 -154.057 1
-244.457 -152.675 1
-244.457 -151.294 1
-244.457 -149.912 1
-244.457 -148.53 1
-244.457 -147.149 1
-244.457 -145.767 1
-244.457 -144.385 1
-244.457 -143.004 1
-244.457 -141.622 1
-244.457 -140.24 1
-244.457 -138.859 1
-244.457 -137.477 1
-244.457 -136.095 1
-244.457 -134.714 1
-244.457 -133.332 1
-244.457 -131.95 1
-244.457 -130.569 1
-244.457 -129.187 1
-244.457 -127.805 1
-244.457 -126.424 1
-244.457 -125.042 1
-244.457 -123.66 1
-244.457 -122.279 1
-244.457 -120.897 1
-244.457 -119.515 1
-244.457 -118.133 1
-244.457 -116.752 1
-244.457 -115.37 1
-244.457 -113.988 1
-244.457 -112.607 1
-244.457 -111.225 1
-244.457 -109.843 1
-244.457 -108.462 1
-244.457 -107.08 1
-244.457 -105.698 1
-244.457 -104.317 1
-244.457 -102.935 1
-244.457 -101.553 1
-244.457 -100.172 1
-244.457 -98.79 1
-244.457 -97.4083 1
-244.457 -96.0266 1
-244.457 -94.645 1
-244.457 -93.2633 1
-244.457 -91.8816 1
-244.457 -90.4999 1
-244.457 -89.1183 1
-244.457 -87.7366 1
-244.457 -86.3549 1
-244.457 -84.9732 1
-244.457 -83.5915 1
-244.457 -82.2099 1
-244.457 -80.8282 1
-244.457 -79.4465 1
-244.457 -78.0648 1
-244.457 -76.6831 1
-244.457 -75.3015 1
-244.457 -73.9198 1
-244.457 -72.5381 1
-244.457 -71.1564 1
-244.457 -69.7748 1
-244.457 -68.3931 1
-244.457 -67.0114 1
-244.457 -65.6297 1
-244.457 -64.248 1
-244.457 -62.8664 1
-244.457 -61.4847 1
-244.457 -60.103 1
-244.457 -58.7213 1
-244.457 -57.3397 1
-244.457 -55.958 1
-244.457 -54.5763 1
-244.457 -53.1946 1
-244.457 -51.8129 1
-244.457 -50.4313 1
-244.457 -49.0496 1
-244.457 -47.6679 1
-244.457 -46.2862 1
-244.457 -44.9045 1
-244.457 -43.5229 1
-244.457 -42.1412 1
-244.457 -40.7595 1
-244.457 -39.3778 1
-244.457 -37.9962 1
-244.457 -36.6145 1
-244.457 -35.2328 1
-244.457 -33.8511 1
-244.457 -32.4694 1
-244.457 -31.0878 1
-244.457 -29.7061 1
-244.457 -28.3244 1
-244.457 -26.9427 1
-244.457 -25.561 1
-244.457 -24.1794 1
-244.457 -22.7977 1
-244.457 -21.416 1
-244.457 -20.0343 1
-244.457 -18.6527 1
-244.457 -17.271 1
-244.457 -15.8893 1
-244.457 -14.5076 1
-244.457 -13.1259 1
-244.457 -11.7443 1
-244.457 -10.3626 1
-244.457 -8.98091 1
-244.457 -7.59923 1
-244.457 -6.21755 1
-244.457 -4.83587 1
-244.457 -3.4542 1
-244.457 -2.07252 1
-244.457 -0.690839 1
-244.457 0.690839 1
-244.457 2.07252 1
-244.457 3.4542 1
-244.457 4.83587 1
-244.457 6.21755 1
-244.457 7.59923 1
-244.457 8.98091 1
-244.457 10.3626 1
-244.457 11.7443 1
-244.457 13.1259 1
-244.457 14.5076 1
-244.457 15.8893 1
-244.457 17.271 1
-244.457 18.6527 1
-244.457 20.0343 1
-244.457 21.416 1
-244.457 22.7977 1
-244.457 24.1794 1
-244.457 25.561 2
-244.457 26.9427 2
-244.457 28.3244 2
-244.457 29.7061 2
-244.457 31.0878 2
-244.457 32.4694 2
-244.457 33.8511 2
-244.457 35.2328 2
-244.457 36.6145 2
-244.457 37.9962 2
-244.457 39.3778 1
-244.457 40.7595 1
-244.457 42.1412 1
-244.457 43.5229 1
-244.457 44.9045 1
-244.457 46.2862 1
-244.457 47.6679 1
-244.457 49.0496 1
-244.457 50.4313 1
-244.457 51.8129 1
-244.457 53.1946 1
-244.457 54.5763 1
-244.457 55.958 1
-244.457 57.3397 1
-244.457 58.7213 1
-244.457 60.103 1
-244.457 61.4847 1
-244.457 62.8664 1
-244.457 64.248 1
-244.457 65.6297 1
-244.457 67.0114 1
-244.457 68.3931 1
-244.457 69.7748 1
-244.457 71.1564 1
-244.457 72.5381 1
-244.457 73.9198 1
-244.457 75.3015 1
-244.457 76.6831 1
-244.457 78.0648 1
-244.457 79.4465 1
-244.457 80.8282 1
-244.457 82.2099 1
-244.457 83.5915 1
-244.457 84.9732 1
-244.457 86.3549 1
-244.457 87.7366 1
-244.457 89.1183 1
-244.457 90.4999 1
-244.457 91.8816 1
-244.457 93.2633 1
-244.457 94.645 1
-244.457 96.0266 1
-244.457 97.4083 1
-244.457 98.79 1
-244.457 100.172 1
-244.457 101.553 1
-244.457 102.935 1
-244.457 104.317 1
-244.457 105.698 1
-244.457 107.08 1
-244.457 108.462 1
-244.457 109.843 1
-244.457 111.225 1
