# i       xs       ys     ths  m1  m2      nxs      nys     coef       ns
317  -64.467  108.895    6.35   2   1    -0.59     0.81    0.020    83.11
318  -65.747  107.836    6.37   2   1    -0.68     0.73    0.020    83.11
319  -66.884  106.625    6.39   2   1    -0.77     0.64    0.020    83.11
320  -67.861  105.281    6.41   2   1    -0.84     0.54    0.020    83.11
321  -68.661  103.825    6.43   2   1    -0.90     0.43    0.020    83.11
322  -69.272  102.281    6.45   2   1    -0.95     0.31    0.020    83.11
323  -69.686  100.672    6.47   2   1    -0.98     0.19    0.020    83.11
324  -69.894   99.024    6.49   2   1    -1.00     0.06    0.020    83.11
325  -69.894   97.362    6.51   2   1    -1.00    -0.06    0.020    83.11
326  -69.686   95.714    6.53   2   1    -0.98    -0.19    0.020    83.11
327  -69.272   94.105    6.55   2   1    -0.95    -0.31    0.020    83.11
328  -68.661   92.561    6.57   2   1    -0.90    -0.43    0.020    83.11
329  -67.861   91.105    6.59   2   1    -0.84    -0.54    0.020    83.11
330  -66.884   89.761    6.61   2   1    -0.77    -0.64    0.020    83.11
331  -65.747   88.550    6.63   2   1    -0.68    -0.73    0.020    83.11
332  -64.467   87.491    6.65   2   1    -0.59    -0.81    0.020    83.11
333  -63.064   86.601    6.67   2   1    -0.48    -0.88    0.020    83.11
334  -61.561   85.894    6.69   2   1    -0.37    -0.93    0.020    83.11
335  -59.981   85.381    6.71   2   1    -0.25    -0.97    0.020    83.11
336  -58.350   85.069    6.73   2   1    -0.13    -0.99    0.020    83.11
337  -56.692   84.965    6.75   2   1    -0.00    -1.00    0.020    83.11
338  -55.034   85.069    6.77   2   1     0.13    -0.99    0.020    83.11
339  -53.402   85.381    6.79   2   1     0.25    -0.97    0.020    83.11
340  -51.822   85.894    6.81   2   1     0.37    -0.93    0.020    83.11
341  -50.319   86.601    6.83   2   1     0.48    -0.88    0.020    83.11
342  -48.917   87.491    6.85   2   1     0.59    -0.81    0.020    83.11
343  -47.637   88.550    6.87   2   1     0.68    -0.73    0.020    83.11
344  -46.499   89.761    6.89   2   1     0.77    -0.64    0.020    83.11
345  -45.523   91.105    6.91   2   1     0.84    -0.54    0.020    83.11
346  -44.723   92.561    6.93   2   1     0.90    -0.43    0.020    83.11
347  -44.111   94.105    6.95   2   1     0.95    -0.31    0.020    83.11
348  -43.698   95.714    6.97   2   1     0.98    -0.19    0.020    83.11
349  -43.490   97.362    6.99   2   1     1.00    -0.06    0.020    83.11
350  -15.144  148.120    7.01   2   1     1.00     0.06    0.020    83.11
351  -15.352  149.768    7.03   2   1     0.98     0.19    0.020    83.11
352  -15.765  151.377    7.05   2   1     0.95     0.31    0.020    83.11
353  -16.377  152.922    7.07   2   1     0.90     0.43    0.020    83.11
354  -17.177  154.378    7.09   2   1     0.84     0.54    0.020    83.11
355  -18.153  155.721    7.11   2   1     0.77     0.64    0.020    83.11
356  -19.291  156.932    7.13   2   1     0.68     0.73    0.020    83.11
357  -20.571  157.991    7.15   2   1     0.59     0.81    0.020    83.11
358  -21.973  158.881    7.17   2   1     0.48     0.88    0.020    83.11
359  -23.476  159.589    7.19   2   1     0.37     0.93    0.020    83.11
360  -25.056  160.102    7.21   2   1     0.25     0.97    0.020    83.11
361  -26.688  160.413    7.23   2   1     0.13     0.99    0.020    83.11
362  -28.346  160.518    7.25   2   1     0.00     1.00    0.020    83.11
363  -30.004  160.413    7.27   2   1    -0.13     0.99    0.020    83.11
364  -31.636  160.102    7.29   2   1    -0.25     0.97    0.020    83.11
365  -33.215  159.589    7.31   2   1    -0.37     0.93    0.020    83.11
366  -34.719  158.881    7.33   2   1    -0.48     0.88    0.020    83.11
367  -36.121  157.991    7.35   2   1    -0.59     0.81    0.020    83.11
368  -37.401  156.932    7.37   2   1    -0.68     0.73    0.020    83.11
369  -38.538  155.721    7.39   2   1    -0.77     0.64    0.020    83.11
370  -39.515  154.378    7.41   2   1    -0.84     0.54    0.020    83.11
371  -40.315  152.922    7.43   2   1    -0.90     0.43    0.020    83.11
372  -40.927  151.377    7.45   2   1    -0.95     0.31    0.020    83.11
373  -41.340  149.768    7.47   2   1    -0.98     0.19    0.020    83.11
374  -41.548  148.120    7.49   2   1    -1.00     0.06    0.020    83.11
375  -41.548  146.459    7.51   2   1    -1.00    -0.06    0.020    83.11
376  -41.340  144.811    7.53   2   1    -0.98    -0.19    0.020    83.11
377  -40.927  143.202    7.55   2   1    -0.95    -0.31    0.020    83.11
378  -40.315  141.657    7.57   2   1    -0.90    -0.43    0.020    83.11
