# i       xs       ys     ths  m1  m2      nxs      nys     coef       ns
261   -8.777   16.735    0.33   2   1    -0.46     0.89    0.001   118.73
262   -8.908   16.666    0.33   2   1    -0.47     0.88    0.001   118.73
263   -9.039   16.595    0.33   2   1    -0.48     0.88    0.001   118.73
264   -9.169   16.524    0.33   2   1    -0.49     0.87    0.001   118.73
265   -9.298   16.451    0.33   2   1    -0.49     0.87    0.001   118.73
266   -9.427   16.378    0.33   2   1    -0.50     0.87    0.001   118.73
267   -9.556   16.303    0.33   2   1    -0.51     0.86    0.001   118.73
268   -9.683   16.228    0.34   2   1    -0.51     0.86    0.001   118.73
269   -9.810   16.151    0.34   2   1    -0.52     0.85    0.001   118.73
270   -9.937   16.074    0.34   2   1    -0.53     0.85    0.001   118.73
271  -10.063   15.995    0.34   2   1    -0.53     0.85    0.001   118.73
272  -10.188   15.916    0.34   2   1    -0.54     0.84    0.001   118.73
273  -10.313   15.835    0.34   2   1    -0.55     0.84    0.001   118.73
274  -10.437   15.754    0.34   2   1    -0.55     0.83    0.001   118.73
275  -10.560   15.671    0.34   2   1    -0.56     0.83    0.001   118.73
276  -10.683   15.588    0.35   2   1    -0.57     0.82    0.001   118.73
277  -10.805   15.503    0.35   2   1    -0.57     0.82    0.001   118.73
278  -10.927   15.418    0.35   2   1    -0.58     0.82    0.001   118.73
279  -11.047   15.332    0.35   2   1    -0.58     0.81    0.001   118.73
280  -11.167   15.244    0.35   2   1    -0.59     0.81    0.001   118.73
281  -11.287   15.156    0.35   2   1    -0.60     0.80    0.001   118.73
282  -11.406   15.067    0.35   2   1    -0.60     0.80    0.001   118.73
283  -11.524   14.977    0.35   2   1    -0.61     0.79    0.001   118.73
284  -11.641   14.886    0.36   2   1    -0.62     0.79    0.001   118.73
285  -11.757   14.794    0.36   2   1    -0.62     0.78    0.001   118.73
286  -11.873   14.701    0.36   2   1    -0.63     0.78    0.001   118.73
287  -11.988   14.608    0.36   2   1    -0.63     0.77    0.001   118.73
288  -12.103   14.513    0.36   2   1    -0.64     0.77    0.001   118.73
289  -12.216   14.418    0.36   2   1    -0.65     0.76    0.001   118.73
290  -12.329   14.321    0.36   2   1    -0.65     0.76    0.001   118.73
291  -12.441   14.224    0.36   2   1    -0.66     0.75    0.001   118.73
292  -12.553   14.126    0.37   2   1    -0.66     0.75    0.001   118.73
293  -12.663   14.027    0.37   2   1    -0.67     0.74    0.001   118.73
294  -12.773   13.927    0.37   2   1    -0.68     0.74    0.001   118.73
295  -12.882   13.826    0.37   2   1    -0.68     0.73    0.001   118.73
296  -12.990   13.725    0.37   2   1    -0.69     0.73    0.001   118.73
297  -13.097   13.622    0.37   2   1    -0.69     0.72    0.001   118.73
298  -13.204   13.519    0.37   2   1    -0.70     0.72    0.001   118.73
299  -13.310   13.415    0.37   2   1    -0.70     0.71    0.001   118.73
300  -13.415   13.310    0.38   2   1    -0.71     0.70    0.001   118.73
301  -13.519   13.204    0.38   2   1    -0.72     0.70    0.001   118.73
302  -13.622   13.097    0.38   2   1    -0.72     0.69    0.001   118.73
303  -13.725   12.990    0.38   2   1    -0.73     0.69    0.001   118.73
304  -13.826   12.882    0.38   2   1    -0.73     0.68    0.001   118.73
305  -13.927   12.773    0.38   2   1    -0.74     0.68    0.001   118.73
306  -14.027   12.663    0.38   2   1    -0.74     0.67    0.001   118.73
307  -14.126   12.553    0.38   2   1    -0.75     0.66    0.001   118.73
308  -14.224   12.441    0.39   2   1    -0.75     0.66    0.001   118.73
309  -14.321   12.329    0.39   2   1    -0.76     0.65    0.001   118.73
310  -14.418   12.216    0.39   2   1    -0.76     0.65    0.001   118.73
311  -14.513   12.103    0.39   2   1    -0.77     0.64    0.001   118.73
312  -14.608   11.988    0.39   2   1    -0.77     0.63    0.001   118.73
313  -14.701   11.873    0.39   2   1    -0.78     0.63    0.001   118.73
314  -14.794   11.757    0.39   2   1    -0.78     0.62    0.001   118.73
315  -14.886   11.641    0.39   2   1    -0.79     0.62    0.001   118.73
316  -14.977   11.524    0.40   2   1    -0.79     0.61    0.001   118.73
317  -15.067   11.406    0.40   2   1    -0.80     0.60    0.001   118.73
318  -15.156   11.287    0.40   2   1    -0.80     0.60    0.001   118.73
319  -15.244   11.167    0.40   2   1    -0.81     0.59    0.001   118.73
320  -15.332   11.047    0.40   2   1    -0.81     0.58    0.001   118.73
321  -15.418   10.927    0.40   2   1    -0.82     0.58    0.001   118.73
322  -15.503   10.805    0.40   2   1    -0.82     0.57    0.001   118.73
323  -15.588   10.683    0.40   2   1    -0.82     0.57    0.001   118.73
324  -15.671   10.560    0.41   2   1    -0.83     0.56    0.001   118.73
325  -15.754   10.437    0.41   2   1    -0.83     0.55    0.001   118.73
326  -15.835   10.313    0.41   2   1    -0.84     0.55    0.001   118.73
327  -15.916   10.188    0.41   2   1    -0.84     0.54    0.001   118.73
328  -15.995   10.063    0.41   2   1    -0.85     0.53    0.001   118.73
329  -16.074    9.937    0.41   2   1    -0.85     0.53    0.001   118.73
330  -16.151    9.810    0.41   2   1    -0.85     0.52    0.001   118.73
331  -16.228    9.683    0.41   2   1    -0.86     0.51    0.001   118.73
332  -16.303    9.556    0.42   2   1    -0.86     0.51    0.001   118.73
333  -16.378    9.427    0.42   2   1    -0.87     0.50    0.001   118.73
334  -16.451    9.298    0.42   2   1    -0.87     0.49    0.001   118.73
335  -16.524    9.169    0.42   2   1    -0.87     0.49    0.001   118.73
336  -16.595    9.039    0.42   2   1    -0.88     0.48    0.001   118.73
337  -16.666    8.908    0.42   2   1    -0.88     0.47    0.001   118.73
338  -16.735    8.777    0.42   2   1    -0.89     0.46    0.001   118.73
339  -16.804    8.645    0.42   2   1    -0.89     0.46    0.001   118.73
340  -16.871    8.513    0.43   2   1    -0.89     0.45    0.001   118.73
341  -16.937    8.380    0.43   2   1    -0.90     0.44    0.001   118.73
342  -17.003    8.247    0.43   2   1    -0.90     0.44    0.001   118.73
343  -17.067    8.113    0.43   2   1    -0.90     0.43    0.001   118.73
344  -17.130    7.979    0.43   2   1    -0.91     0.42    0.001   118.73
345  -17.192    7.844    0.43   2   1    -0.91     0.42    0.001   118.73
346  -17.253    7.709    0.43   2   1    -0.91     0.41    0.001   118.73
347  -17.313    7.573    0.43   2   1    -0.92     0.40    0.001   118.73
348  -17.372    7.437    0.44   2   1    -0.92     0.39    0.001   118.73
349  -17.430    7.300    0.44   2   1    -0.92     0.39    0.001   118.73
350  -17.487    7.163    0.44   2   1    -0.93     0.38    0.001   118.73
351  -17.543    7.025    0.44   2   1    -0.93     0.37    0.001   118.73
352  -17.597    6.887    0.44   2   1    -0.93     0.36    0.001   118.73
353  -17.651    6.749    0.44   2   1    -0.93     0.36    0.001   118.73
354  -17.703    6.610    0.44   2   1    -0.94     0.35    0.001   118.73
355  -17.755    6.471    0.44   2   1    -0.94     0.34    0.001   118.73
356  -17.805    6.331    0.45   2   1    -0.94     0.34    0.001   118.73
357  -17.854    6.191    0.45   2   1    -0.94     0.33    0.001   118.73
358  -17.902    6.051    0.45   2   1    -0.95     0.32    0.001   118.73
359  -17.949    5.910    0.45   2   1    -0.95     0.31    0.001   118.73
360  -17.995    5.769    0.45   2   1    -0.95     0.31    0.001   118.73
361  -18.040    5.627    0.45   2   1    -0.95     0.30    0.001   118.73
362  -18.084    5.486    0.45   2   1    -0.96     0.29    0.001   118.73
363  -18.126    5.343    0.45   2   1    -0.96     0.28    0.001   118.73
364  -18.167    5.201    0.46   2   1    -0.96     0.28    0.001   118.73
365  -18.208    5.058    0.46   2   1    -0.96     0.27    0.001   118.73
366  -18.247    4.915    0.46   2   1    -0.97     0.26    0.001   118.73
367  -18.285    4.771    0.46   2   1    -0.97     0.25    0.001   118.73
368  -18.322    4.628    0.46   2   1    -0.97     0.24    0.001   118.73
369  -18.358    4.484    0.46   2   1    -0.97     0.24    0.001   118.73
370  -18.392    4.339    0.46   2   1    -0.97     0.23    0.001   118.73
371  -18.426    4.195    0.46   2   1    -0.98     0.22    0.001   118.73
372  -18.458    4.050    0.47   2   1    -0.98     0.21    0.001   118.73
373  -18.489    3.905    0.47   2   1    -0.98     0.21    0.001   118.73
374  -18.520    3.759    0.47   2   1    -0.98     0.20    0.001   118.73
375  -18.548    3.614    0.47   2   1    -0.98     0.19    0.001   118.73
376  -18.576    3.468    0.47   2   1    -0.98     0.18    0.001   118.73
377  -18.603    3.322    0.47   2   1    -0.98     0.18    0.001   118.73
378  -18.628    3.176    0.47   2   1    -0.99     0.17    0.001   118.73
379  -18.653    3.029    0.47   2   1    -0.99     0.16    0.001   118.73
380  -18.676    2.883    0.48   2   1    -0.99     0.15    0.001   118.73
381  -18.698    2.736    0.48   2   1    -0.99     0.14    0.001   118.73
382  -18.719    2.589    0.48   2   1    -0.99     0.14    0.001   118.73
383  -18.739    2.442    0.48   2   1    -0.99     0.13    0.001   118.73
384  -18.757    2.295    0.48   2   1    -0.99     0.12    0.001   118.73
385  -18.775    2.147    0.48   2   1    -0.99     0.11    0.001   118.73
386  -18.791    2.000    0.48   2   1    -0.99     0.11    0.001   118.73
387  -18.806    1.852    0.48   2   1    -1.00     0.10    0.001   118.73
388  -18.820    1.704    0.49   2   1    -1.00     0.09    0.001   118.73
389  -18.833    1.557    0.49   2   1    -1.00     0.08    0.001   118.73
390  -18.845    1.409    0.49   2   1    -1.00     0.07    0.001   118.73
391  -18.855    1.261    0.49   2   1    -1.00     0.07    0.001   118.73
392  -18.864    1.112    0.49   2   1    -1.00     0.06    0.001   118.73
